-8.33 27.815 1.5
 9.11 32.480 1.5
26.55 27.815 1.5
35.78 -2.4 1.5
34.87124178712945 4.502703932884229 1.5
32.20689751893098 10.934999999999999 1.5
27.968537854245223 16.458537854245222 1.5
22.445000000000004 20.69689751893098 1.5
16.01270393288423 23.361241787129455 1.5
9.110000000000001 24.270000000000003 1.5
2.2072960671157675 23.361241787129455 1.5
-4.224999999999996 20.696897518930985 1.5
-9.748537854245221 16.458537854245225 1.5
-13.98689751893098 10.934999999999999 1.5
-16.65124178712945 4.502703932884236 1.5
-17.560000000000002 -2.399999999999997 1.5
-16.651241787129454 -9.30270393288423 1.5
-13.98689751893098 -15.735000000000005 1.5
-9.748537854245228 -21.25853785424522 1.5
-4.225000000000014 -25.49689751893097 1.5
2.2072960671157738 -28.161241787129452 1.5
9.109999999999994 -29.07 1.5
16.012703932884214 -28.161241787129455 1.5
22.445 -25.49689751893098 1.5
27.96853785424522 -21.258537854245226 1.5
32.20689751893097 -15.735000000000014 1.5
34.87124178712945 -9.302703932884228 1.5
35.78 -2.4000000000000066 1.5
